,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,屈服点,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,试验单位-金相组织,夹杂物,渗氮,渗碳,金相组织,最大晶粒度,晶粒度,马氏体转变开,热处理工艺
2501,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,25.0,1.0,303.0,11.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2502,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,25.0,1.0,285.0,12.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2503,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,900.0,1.0,111.0,13.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2504,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,900.0,1.0,101.0,14.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2505,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,900.0,1.0,98.0,15.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2506,ZG30Ni35Cr15,_,光滑,_,轴向,,011295,1.0,900.0,1.0,97.0,16.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,16.45,0.01,0.038,0.87,0.82,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2507,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,25.0,0.0,394.0,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2508,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,400.0,0.0,237.0,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2509,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,600.0,0.0,207.0,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2510,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,700.0,0.0,193.0,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2511,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,800.0,0.0,179.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2512,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,900.0,0.0,147.0,6.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2513,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,950.0,0.0,104.0,7.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2514,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,1000.0,0.0,60.0,8.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2515,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,1100.0,0.0,53.0,9.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2516,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,1200.0,0.0,23.0,10.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2517,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,25.0,0.0,394.0,11.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2518,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,25.0,0.0,434.0,12.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2519,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,25.0,0.0,465.0,13.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2520,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,25.0,0.0,499.0,14.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2521,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,900.0,0.0,147.0,15.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2522,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,900.0,0.0,160.0,16.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2523,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,900.0,0.0,158.0,17.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2524,ZG32Cr30Ni11N,_,光滑,_,轴向,,010495,1.0,900.0,0.0,165.0,18.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,29.5,0.017,0.017,0.39,0.31,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2525,ZG35,洛阳拖拉机所,光滑,Φ10,纵向,GB228-87,35001,1.0,25.0,3.0,789.0,1.0,洛阳拖拉机所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.03,0.66,0.4,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,洛阳拖拉机所,NaN,NaN,NaN,索氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:540+-10℃ 1.5h 空冷;淬火:860+-10℃ 1h 水冷;正火:NaN;退火:NaN
2526,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,25.0,0.0,425.0,1.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2527,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,400.0,1.0,230.0,2.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2528,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,600.0,0.0,212.0,3.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2529,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,700.0,0.0,211.0,4.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2530,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,800.0,0.0,217.0,5.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2531,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,900.0,0.0,173.0,6.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2532,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,950.0,0.0,123.0,7.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2533,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,1000.0,0.0,62.0,8.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2534,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,1100.0,0.0,47.0,9.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2535,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,1200.0,0.0,26.0,10.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2536,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,25.0,1.0,425.0,11.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2537,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,25.0,1.0,479.0,12.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2538,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,25.0,1.0,456.0,13.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2539,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,25.0,1.0,456.0,14.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
2540,ZG35Cr24Ni7SiN,_,光滑,_,轴向,,010395,1.0,900.0,1.0,173.0,15.0,二汽铸锻件厂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,23.0,0.019,0.028,0.74,1.98,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:铸态: 不热处理;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN
